time,TAUHGH,TAULOW,TAUMID,TAUTOT
2021-01-01 00:30:00,0.0,0.0,0.0,0.0
2021-01-01 01:30:00,0.0,0.0,0.0,0.0
2021-01-01 02:30:00,0.0,0.0,0.0,0.0
2021-01-01 03:30:00,0.0,0.0,0.0,0.0
2021-01-01 04:30:00,0.0,0.0,0.0,0.0
2021-01-01 05:30:00,0.0,0.0,0.0,0.0
2021-01-01 06:30:00,0.0,0.0,0.0,0.0
2021-01-01 07:30:00,0.0,0.07113664,0.0,0.07113675
2021-01-01 08:30:00,0.0,0.15643342,0.0,0.15643328
2021-01-01 09:30:00,0.0013337192,0.17401148,0.0,0.175354
2021-01-01 10:30:00,0.05874636,0.051010348,0.0,0.109771945
2021-01-01 11:30:00,0.08142092,0.0,0.02304091,0.104431294
2021-01-01 12:30:00,0.032379158,0.0,0.12417605,0.15655576
2021-01-01 13:30:00,0.0,0.0,0.0075399084,0.0075385994
2021-01-01 14:30:00,0.0,0.0,0.0,0.0
2021-01-01 15:30:00,0.0,0.0,0.0,0.0
2021-01-01 16:30:00,0.0,0.0,0.0,0.0
2021-01-01 17:30:00,0.0,0.0,0.0,0.0
2021-01-01 18:30:00,0.0,0.0,0.0,0.0
2021-01-01 19:30:00,0.016250765,0.0,0.0,0.016250985
2021-01-01 20:30:00,0.04544069,0.0,0.0,0.045442566
2021-01-01 21:30:00,0.045700092,0.0,0.0,0.045700118
2021-01-01 22:30:00,0.0073033706,0.0,0.0,0.0073035853
2021-01-01 23:30:00,0.0,0.0,0.0,0.0
2021-01-02 00:30:00,0.0,0.0,0.0,0.0
2021-01-02 01:30:00,0.0,0.0,0.0,0.0
2021-01-02 02:30:00,0.0,0.0,0.0,0.0
2021-01-02 03:30:00,0.0,0.0,0.0,0.0
2021-01-02 04:30:00,0.0,0.0,0.0,0.0
2021-01-02 05:30:00,0.0,0.0,0.0,0.0
2021-01-02 06:30:00,0.0,0.0,0.0,0.0
2021-01-02 07:30:00,0.0,0.0,0.0,0.0
